18	1	 5.569719e-01	 5.570031e-03
18	2	 3.887159e-01	 3.887462e-03
18	3	 3.011559e-01	 3.011928e-03
18	4	 2.455780e-01	 2.456268e-03
18	5	 2.060691e-01	 2.061350e-03
18	6	 1.760032e-01	 1.760908e-03
18	7	 1.521274e-01	 1.522413e-03
18	8	 1.325469e-01	 1.326919e-03
18	9	 1.161831e-01	 1.163638e-03
18	10	 1.022759e-01	 1.024948e-03
18	11	 9.032435e-02	 9.058722e-04
18	12	 7.997422e-02	 8.028527e-04
18	13	 7.093721e-02	 7.129951e-04
18	14	 6.301696e-02	 6.343721e-04
18	15	 5.601635e-02	 5.650031e-04
18	16	 4.985106e-02	 5.040569e-04
18	17	 4.441424e-02	 4.504669e-04
18	18	 3.957820e-02	 4.029595e-04
18	19	 3.525486e-02	 3.606642e-04
18	20	 3.142692e-02	 3.233752e-04
18	21	 2.800798e-02	 2.902853e-04
18	22	 2.498590e-02	 2.612678e-04
18	23	 2.230690e-02	 2.357577e-04
18	24	 1.989762e-02	 2.131006e-04
18	25	 1.777520e-02	 1.935009e-04
18	26	 1.587328e-02	 1.761832e-04
18	27	 1.413978e-02	 1.605979e-04
18	28	 1.260819e-02	 1.472409e-04
18	29	 1.129433e-02	 1.360647e-04
18	30	 1.010350e-02	 1.264546e-04
18	31	 9.036800e-03	 1.181629e-04
18	32	 8.080420e-03	 1.111814e-04
18	33	 7.237293e-03	 1.054358e-04
18	34	 6.519919e-03	 1.006686e-04
18	35	 5.874410e-03	 9.689502e-05
18	36	 5.273653e-03	 9.382933e-05
18	37	 4.751070e-03	 9.143591e-05
18	38	 4.312067e-03	 8.977460e-05
18	39	 3.920279e-03	 8.857051e-05
18	40	 3.541833e-03	 8.748780e-05
18	41	 3.248237e-03	 8.729153e-05
18	42	 2.963081e-03	 8.727324e-05
18	43	 2.705055e-03	 8.744174e-05
18	44	 2.492871e-03	 8.802707e-05
18	45	 2.308087e-03	 8.864540e-05
18	46	 2.152862e-03	 8.984480e-05
18	47	 2.007441e-03	 9.119834e-05
